option,is_correct,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
ERROR: S_FTHND_FILE_IS_NOT_LOADED_YET 刷机包的校验和出错，可能是刷机包被篡改,false,,,,,,,
ERROR: STATUSCHKSUMERROR: 刷机包的校验和出错，可能是刷机包被篡改,true,,,,,,,
ERROR: SFTENABLEDRAMFAIL (4032)：刷机工具需要一个安全验证文件来执行刷机操作,false,,,,,,,
ERROR: STATUSEXTRAMEXCEPTION (0xC0050005)：刷机时未能正确识别手机RAM，可能是手机硬件问题,true,,,,,,,
ERROR: SFTHNDFILEISNOTLOADEDYET 刷机包的校验和出错，可能是刷机包被篡改,false,,,,,,,
查阅详细刷机教程，仔细核对相应步骤,true,,,,,,,
盲目使用来源不明或不可靠的ROM,false,,,,,,,
小米手机刷机需备份数据时，只能备份至云空间,false,,,,,,,
小米社区解锁申请需要社区等级5段及以上,true,,,,,,,
小米社区答题通过后提交解锁申请一定可以审核通过,false,,,,,,,
小米社区解锁答题的通过分数线为85分及以上,true,,,,,,,
小米社区解锁申请一定需要提供IMEI号,false,,,,,,,
SELinux是Android系统中的一种安全机制，用于限制应用程序的访问权限,true,,,,,,,
Android的沙箱机制确保每个应用程序运行在独立的进程中，拥有唯一的用户ID,true,,,,,,,
解锁BootLoader不会影响Android的验证启动（Verified Boot）机制,false,,,,,,,
Android权限模型要求应用在运行时请求敏感权限，而不仅仅是安装时,true,,,,,,,
自定义ROM可能包含未经验证的代码，存在安全风险,true,,,,,,,
刷入不兼容的ROM可能导致设备无法启动,true,,,,,,,
自定义ROM通常会提高设备的安全性,false,,,,,,,
刷入自定义ROM可能导致设备无法接收官方OTA更新,true,,,,,,,
刷入自定义ROM后银行类应用可能无法正常运行,true,,,,,,,
onAttach()方法在Fragment被添加到Activity时调用，早于onCreate(),true,,,,,,,
onCreateView()方法在Fragment视图被创建时调用，晚于onAttach(),false,,,,,,,
onResume()方法在Fragment变为活跃状态时调用，早于onStart(),false,,,,,,,
onDetach()方法在Fragment从Activity中分离时调用，晚于onDestroy(),false,,,,,,,
adb install -r 可以覆盖安装已有的应用,true,,,,,,,
adb shell dumpsys battery 用于获取设备的电池信息,true,,,,,,,
adb pull <设备中的文件路径> <本地路径> 用于从设备中复制文件到电脑,true,,,,,,,
adb reboot recovery 命令不需要root权限即可执行,false,,,,,,,
MIUI系统提供了应用分身功能，可以同时运行同一应用的多个实例,true,,,,,,,
MIUI系统的安全中心提供了病毒扫描、隐私保护等安全功能,true,,,,,,,
MIUI系统基于Android开源项目（AOSP）开发,true,,,,,,,
MIUI系统的应用商店仅允许安装已通过小米官方审核的应用,false,,,,,,,
Android 6.0（API级别23）开始引入运行时权限模型,true,,,,,,,
普通权限（Normal Permissions）不需要用户明确同意，安装应用时会自动授予,true,,,,,,,
危险权限（Dangerous Permissions）在应用安装时必须一次性全部授予,false,,,,,,,
通过清单文件（AndroidManifest.xml）声明的权限在应用更新时会自动保留,true,,,,,,,
RecyclerView比ListView具有更高的灵活性和性能,true,,,,,,,
RecyclerView必须使用LinearLayoutManager作为布局管理器,false,,,,,,,
RecyclerView的ViewHolder模式是可选的，不是必须实现的,false,,,,,,,
RecyclerView支持添加项目动画，如添加、删除和移动动画,true,,,,,,,
RecyclerView原生支持下拉刷新功能,false,,,,,,,
fastboot devices命令用于列出当前连接的处于fastboot模式的设备,true,,,,,,,
fastboot reboot命令可以使设备从fastboot模式重启进入正常系统,true,,,,,,,
fastboot oem unlock命令在所有设备上都有效，不需要额外的解锁码,false,,,,,,,
fastboot erase system命令会删除系统分区，但不会导致设备变砖,false,,,,,,,
fastboot命令必须在设备处于fastboot模式下才能执行,true,,,,,,,
安全启动确保只有经过授权的操作系统才能在设备上启动,true,,,,,,,
验证启动会在每次启动时检查系统分区的完整性,true,,,,,,,
解锁BootLoader后，验证启动机制仍然会完全正常工作,false,,,,,,,
验证启动可以防止系统被恶意软件或未授权修改,true,,,,,,,
开启省电模式会自动限制所有应用的后台活动,true,,,,,,,
省电模式会降低设备的CPU性能以节省电量,false,,,,,,,
MIUI的省电模式会自动关闭所有网络连接,false,,,,,,,
省电模式会禁用所有系统动画,false,,,,,,,
在Activity中使用静态变量持有Activity实例可能导致内存泄漏,true,,,,,,,
未取消注册的广播接收器可能导致内存泄漏,true,,,,,,,
使用Handler时没有使用弱引用可能导致内存泄漏,true,,,,,,,
内存泄漏一般会导致应用立即崩溃,false,,,,,,,
使用AsyncTask时，如果Activity被销毁但任务仍在运行，可能导致内存泄漏,true,,,,,,,
小米社区等级达到5段及以上,true,,,,,,,
必须使用申请解锁的小米设备参与答题,true,,,,,,,
必须拥有最新版本的MIUI系统,false,,,,,,,
必须完成安全答题并获得合格分数,true,,,,,,,
必须使用小米账号登录小米解锁工具,true,,,,,,,
显式Intent明确指定了目标组件的类名,true,,,,,,,
隐式Intent通过指定action、category和data等信息让系统决定最合适的组件,true,,,,,,,
使用Intent可以在不同的应用程序之间传递数据,true,,,,,,,
所有Intent都能够在后台服务之间传递，无需任何特殊权限,false,,,,,,,
Android 8.0后，隐式Intent无法再启动后台服务,true,,,,,,,
ROOT权限允许应用访问系统级别的功能和文件,true,,,,,,,
获取ROOT权限通常需要先解锁BootLoader,true,,,,,,,
ROOT权限对设备的安全性没有影响,false,,,,,,,
银行和支付类应用在ROOT设备上可能会拒绝运行,true,,,,,,,
ROOT设备将自动失去所有官方保修,true,,,,,,,
线刷是通过数据线连接电脑进行的刷机方式,true,,,,,,,
卡刷是将刷机包放在内部存储或SD卡中，通过Recovery模式进行的刷机方式,true,,,,,,,
线刷通常用于设备已经无法正常启动的情况,true,,,,,,,
卡刷比线刷更安全，绝对不会导致设备变砖,false,,,,,,,
线刷可以完全覆盖设备上的所有分区,true,,,,,,,
使用dp（密度无关像素）作为单位可以在不同分辨率的设备上保持相对一致的视觉效果,true,,,,,,,
使用ConstraintLayout可以创建适应不同屏幕尺寸的灵活布局,true,,,,,,,
在所有情况下，使用px（像素）作为单位比使用dp更好,false,,,,,,,
通过提供不同分辨率的图像资源可以提高应用在不同设备上的视觉质量,true,,,,,,,
Android官方建议在设计应用时只考虑一种主流屏幕尺寸,false,,,,,,,
防止未经授权的系统修改,true,,,,,,,
保护用户数据安全,true,,,,,,,
防止恶意软件在底层植入,true,,,,,,,
确保设备始终保持最佳性能,false,,,,,,,
便于用户自定义系统,false,,,,,,,
TWRP是一个第三方的Recovery，不是官方系统的一部分,true,,,,,,,
通过TWRP可以进行备份和恢复系统,true,,,,,,,
安装TWRP不需要解锁BootLoader,false,,,,,,,
TWRP支持文件管理和分区管理,true,,,,,,,
在TWRP中安装刷机包不会清除用户数据,false,,,,,,,
Magisk是一种无系统修改的ROOT解决方案,true,,,,,,,
Magisk可以隐藏ROOT状态，使某些检测ROOT的应用能够正常运行,true,,,,,,,
安装Magisk必须先解锁BootLoader,true,,,,,,,
Magisk模块可以在不修改系统文件的情况下添加功能,true,,,,,,,
使用Magisk不会影响设备接收OTA更新,false,,,,,,,
OTA（Over-the-Air）是指通过互联网接收和安装系统更新的方式,true,,,,,,,
ROM是指设备的随机存取存储器，用于临时存储运行中的应用数据,false,,,,,,,
Kernel是指用户界面的外观和风格,false,,,,,,,
刷机是指清空设备上的所有应用程序,false,,,,,,,
SharedPreferences适合存储少量的键值对数据,true,,,,,,,
SQLite数据库适合存储结构化数据,true,,,,,,,
内部存储中的文件在应用卸载后仍然保留,false,,,,,,,
外部存储中的文件可以被其他应用访问,true,,,,,,,
Room持久性库是Android官方推荐的SQLite抽象层,true,,,,,,,
MIUI提供应用权限管理功能，允许用户控制应用的权限,true,,,,,,,
MIUI可以监控并显示应用的隐私行为,true,,,,,,,
MIUI的隐私保护功能在解锁BootLoader后依然完全有效,false,,,,,,,
MIUI提供虚拟身份功能，可以保护个人隐私,true,,,,,,,
MIUI系统会自动禁止所有第三方应用的网络访问,false,,,,,,,
onCreate()方法在Activity创建时调用，用于初始化,true,,,,,,,
onResume()方法在Activity可见且获得焦点时调用,true,,,,,,,
onPause()方法在Activity失去焦点但仍可见时调用,true,,,,,,,
onDestroy()方法在Activity被销毁之前调用,true,,,,,,,
当配置更改（如旋转屏幕）时，Activity会立即调用onDestroy()，不会重新创建,false,,,,,,,
从Android 8.0开始，发送通知需要先创建通知渠道（Channel）,true,,,,,,,
用户可以完全控制应用的通知权限,true,,,,,,,
高优先级通知可以在用户设置免打扰模式时仍然显示,true,,,,,,,
通知可以包含操作按钮，允许用户直接与应用交互,true,,,,,,,
所有类型的通知都会自动在锁屏上显示完整内容,false,,,,,,,
在解锁BootLoader前应该备份重要数据,true,,,,,,,
小米云服务可用于备份联系人、短信等基本数据,true,,,,,,,
TWRP可以创建完整的系统备份（Nandroid备份）,true,,,,,,,
线刷时不会清除手机上的数据,false,,,,,,,
解锁BootLoader不会导致数据丢失,false,,,,,,,
ls（列出当前目录中的文件和文件夹）,true,,,,,,,
cp（复制文件）,true,,,,,,,
chmod（修改文件权限）,true,,,,,,,
format c:（格式化C盘）,false,,,,,,,
pm list packages（列出安装的所有包）,true,,,,,,,
MIUI主题可以修改系统UI的外观,true,,,,,,,
安装第三方主题必须ROOT设备,false,,,,,,,
MIUI不允许使用非官方主题商店下载的主题,false,,,,,,,
主题包可以修改系统底层功能,false,,,,,,,
定期更新系统和应用程序以获得最新的安全补丁,true,,,,,,,
仅从可信来源（如Google Play商店）安装应用,true,,,,,,,
使用设备加密功能保护个人数据,true,,,,,,,
安装来自未知来源的APK文件是完全安全的,false,,,,,,,
设置屏幕锁定以防止未授权访问,true,,,,,,,
解锁过程中需要保持手机与电脑的连接，中断连接可能导致解锁失败小李在2025年4月9日下午15点获得解锁资格，后由于工作繁忙，在2025年4月19日傍晚进行了设备绑定后，仍可在有效期内正常完成解锁,true,,,,,,,
手机电池电量仅剩10%时不建议操作解锁,true,,,,,,,
小王在2025年4月9日获得解锁资格并于4月15日为小米15完成解锁，后由于一些原因更换了主板，他在本年度内仍可用更换主板后的设备继续申请解锁资格,false,,,,,,,
小米手机在长时间末使用后， 不需要进行完整充电和放电三次以激活电池,true,,,,,,,
